Bảo hành cũ,Giá máy cũ,Tên,Giá máy mới,Bảo hành mới,Tiết kiệm,Công nghệ CPU,Số nhân,Số luồng,Tốc độ CPU,Tốc độ tối đa,Bộ nhớ đệm,RAM,Loại RAM,Tốc độ Bus RAM,Hỗ trợ RAM tối đa,Ổ cứng,Màn hình,Độ phân giải,Tần số quét,Công nghệ màn hình,Màn hình cảm ứng,Card màn hình,Công nghệ âm thanh,Cổng giao tiếp,Kết nối không dây,Khe đọc thẻ nhớ,Webcam,Tính năng khác,Đèn bàn phím,"Kích thước, trọng lượng",Chất liệu,Thông tin Pin,Hệ điều hành,Thời điểm ra mắt
Bảo hành: 4 tháng chính hãng,17.410.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,Thời gian bảo hành: 1 năm,6.990.000₫ (29%),Intel Core i5 Coffee Lake - 8265U,4,8,1.60 GHz,Turbo Boost 3.9 GHz,6 MB,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,SSD 256 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,Tấm nền IPS,Có,Card tích hợp - Intel UHD Graphics 620,Dolby AudioPremium Acer TrueHarmony,"USB Type-C
2 x USB 3.0
HDMI
Jack tai nghe 3.5 mm",Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,,HD webcam,Bảo mật vân tay,Có,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm - Nặng 0.97 kg,Nhôm - Magie,2-cell Li-Polymer,Windows 10 Home SL,2018
Bảo hành: 6 tháng chính hãng,18.240.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,Thời gian bảo hành: 1 năm,6.990.000₫ (29%),Intel Core i5 Coffee Lake - 8265U,4,8,1.60 GHz,Turbo Boost 3.9 GHz,6 MB,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,SSD 256 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,Tấm nền IPS,Có,Card tích hợp - Intel UHD Graphics 620,Dolby AudioPremium Acer TrueHarmony,"USB Type-C
2 x USB 3.0
HDMI
Jack tai nghe 3.5 mm",Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,,HD webcam,Bảo mật vân tay,Có,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm - Nặng 0.97 kg,Nhôm - Magie,2-cell Li-Polymer,Windows 10 Home SL,2018
Bảo hành: 6 tháng tại TGDD,18.240.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,Thời gian bảo hành: 1 năm,6.990.000₫ (29%),Intel Core i5 Coffee Lake - 8265U,4,8,1.60 GHz,Turbo Boost 3.9 GHz,6 MB,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,SSD 256 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,Tấm nền IPS,Có,Card tích hợp - Intel UHD Graphics 620,Dolby AudioPremium Acer TrueHarmony,"USB Type-C
2 x USB 3.0
HDMI
Jack tai nghe 3.5 mm",Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,,HD webcam,Bảo mật vân tay,Có,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm - Nặng 0.97 kg,Nhôm - Magie,2-cell Li-Polymer,Windows 10 Home SL,2018
Bảo hành: 6.5 tháng chính hãng,18.450.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,Thời gian bảo hành: 1 năm,6.990.000₫ (29%),Intel Core i5 Coffee Lake - 8265U,4,8,1.60 GHz,Turbo Boost 3.9 GHz,6 MB,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,SSD 256 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,Tấm nền IPS,Có,Card tích hợp - Intel UHD Graphics 620,Dolby AudioPremium Acer TrueHarmony,"USB Type-C
2 x USB 3.0
HDMI
Jack tai nghe 3.5 mm",Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,,HD webcam,Bảo mật vân tay,Có,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm - Nặng 0.97 kg,Nhôm - Magie,2-cell Li-Polymer,Windows 10 Home SL,2018
Bảo hành: 18.5 tháng chính hãng,16.920.000₫,Asus VivoBook S533EA i5 1135G7/8GB/512GB/Win10 (BN115T),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 2 năm,,Intel Core i5 Tiger Lake - 1135G7,,,2.40 GHz,Turbo Boost 4.2 GHz,,8 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,15.6 inch,Full HD (1920 x 1080),,"60Hz
Tấm nền IPS
Chống chói Anti Glare
100% sRGB
Độ sáng 300 nits",,Card tích hợp - Intel Iris Xe Graphics,Audio by Harman/Kardon,"Thunderbolt 4 USB-C
1 x USB 3.2
HDMI
2 x USB 2.0",Bluetooth 5.0 Wi-Fi 6 (802.11ax),Micro SD,HD webcam,Bảo mật vân tay,Có,Dài 359.8 mm - Rộng 233.8 mm - Dày 16.1 mm - Nặng 1.8 kg,Vỏ kim loại,"3-cell Li-ion, 50 Wh",Windows 10 Home SL,2021
Bảo hành: 8.5 tháng chính hãng,16.870.000₫,Acer Swift 3 SF314 511 56G1 i5 1135G7/16GB/512GB/Win10 (NX.ABLSV.002),Giá máy mới: 20.990.000₫,Thời gian bảo hành: 1 năm,4.120.000₫ (19%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),60 Hz,"Acer ComfyView
LED Backlit
TFT
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony DTS Audio,"2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C",Bluetooth 5.1 Wi-Fi 6 (802.11ax),,HD webcam,Bảo mật vân tay,Có,Dài 322.8 mm - Rộng 212.2 mm - Dày 15.9 mm - Nặng 1.19 kg,Vỏ kim loại,"Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 9 tháng chính hãng,17.050.000₫,Acer Swift 3 SF314 511 56G1 i5 1135G7/16GB/512GB/Win10 (NX.ABLSV.002),Giá máy mới: 20.990.000₫,Thời gian bảo hành: 1 năm,4.120.000₫ (19%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),60 Hz,"Acer ComfyView
LED Backlit
TFT
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony DTS Audio,"2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C",Bluetooth 5.1 Wi-Fi 6 (802.11ax),,HD webcam,Bảo mật vân tay,Có,Dài 322.8 mm - Rộng 212.2 mm - Dày 15.9 mm - Nặng 1.19 kg,Vỏ kim loại,"Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 9 tháng chính hãng,17.050.000₫,Acer Swift 3 SF314 511 56G1 i5 1135G7/16GB/512GB/Win10 (NX.ABLSV.002),Giá máy mới: 20.990.000₫,Thời gian bảo hành: 1 năm,4.120.000₫ (19%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),60 Hz,"Acer ComfyView
LED Backlit
TFT
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony DTS Audio,"2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C",Bluetooth 5.1 Wi-Fi 6 (802.11ax),,HD webcam,Bảo mật vân tay,Có,Dài 322.8 mm - Rộng 212.2 mm - Dày 15.9 mm - Nặng 1.19 kg,Vỏ kim loại,"Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 9.5 tháng chính hãng,17.230.000₫,Acer Swift 3 SF314 511 56G1 i5 1135G7/16GB/512GB/Win10 (NX.ABLSV.002),Giá máy mới: 20.990.000₫,Thời gian bảo hành: 1 năm,4.120.000₫ (19%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),60 Hz,"Acer ComfyView
LED Backlit
TFT
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony DTS Audio,"2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C",Bluetooth 5.1 Wi-Fi 6 (802.11ax),,HD webcam,Bảo mật vân tay,Có,Dài 322.8 mm - Rộng 212.2 mm - Dày 15.9 mm - Nặng 1.19 kg,Vỏ kim loại,"Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 9.5 tháng chính hãng,17.230.000₫,Acer Swift 3 SF314 511 56G1 i5 1135G7/16GB/512GB/Win10 (NX.ABLSV.002),Giá máy mới: 20.990.000₫,Thời gian bảo hành: 1 năm,4.120.000₫ (19%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),60 Hz,"Acer ComfyView
LED Backlit
TFT
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony DTS Audio,"2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C",Bluetooth 5.1 Wi-Fi 6 (802.11ax),,HD webcam,Bảo mật vân tay,Có,Dài 322.8 mm - Rộng 212.2 mm - Dày 15.9 mm - Nặng 1.19 kg,Vỏ kim loại,"Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 9.5 tháng chính hãng,17.230.000₫,Acer Swift 3 SF314 511 56G1 i5 1135G7/16GB/512GB/Win10 (NX.ABLSV.002),Giá máy mới: 20.990.000₫,Thời gian bảo hành: 1 năm,4.120.000₫ (19%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),60 Hz,"Acer ComfyView
LED Backlit
TFT
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony DTS Audio,"2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C",Bluetooth 5.1 Wi-Fi 6 (802.11ax),,HD webcam,Bảo mật vân tay,Có,Dài 322.8 mm - Rộng 212.2 mm - Dày 15.9 mm - Nặng 1.19 kg,Vỏ kim loại,"Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 9.5 tháng chính hãng,17.230.000₫,Acer Swift 3 SF314 511 56G1 i5 1135G7/16GB/512GB/Win10 (NX.ABLSV.002),Giá máy mới: 20.990.000₫,Thời gian bảo hành: 1 năm,4.120.000₫ (19%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),60 Hz,"Acer ComfyView
LED Backlit
TFT
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony DTS Audio,"2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C",Bluetooth 5.1 Wi-Fi 6 (802.11ax),,HD webcam,Bảo mật vân tay,Có,Dài 322.8 mm - Rộng 212.2 mm - Dày 15.9 mm - Nặng 1.19 kg,Vỏ kim loại,"Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 9.5 tháng chính hãng,17.230.000₫,Acer Swift 3 SF314 511 56G1 i5 1135G7/16GB/512GB/Win10 (NX.ABLSV.002),Giá máy mới: 20.990.000₫,Thời gian bảo hành: 1 năm,4.120.000₫ (19%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),60 Hz,"Acer ComfyView
LED Backlit
TFT
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony DTS Audio,"2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C",Bluetooth 5.1 Wi-Fi 6 (802.11ax),,HD webcam,Bảo mật vân tay,Có,Dài 322.8 mm - Rộng 212.2 mm - Dày 15.9 mm - Nặng 1.19 kg,Vỏ kim loại,"Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 9.5 tháng chính hãng,17.230.000₫,Acer Swift 3 SF314 511 56G1 i5 1135G7/16GB/512GB/Win10 (NX.ABLSV.002),Giá máy mới: 20.990.000₫,Thời gian bảo hành: 1 năm,4.120.000₫ (19%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),60 Hz,"Acer ComfyView
LED Backlit
TFT
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony DTS Audio,"2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C",Bluetooth 5.1 Wi-Fi 6 (802.11ax),,HD webcam,Bảo mật vân tay,Có,Dài 322.8 mm - Rộng 212.2 mm - Dày 15.9 mm - Nặng 1.19 kg,Vỏ kim loại,"Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 10 tháng chính hãng,17.410.000₫,Acer Swift 3 SF314 511 56G1 i5 1135G7/16GB/512GB/Win10 (NX.ABLSV.002),Giá máy mới: 20.990.000₫,Thời gian bảo hành: 1 năm,4.120.000₫ (19%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),60 Hz,"Acer ComfyView
LED Backlit
TFT
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony DTS Audio,"2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C",Bluetooth 5.1 Wi-Fi 6 (802.11ax),,HD webcam,Bảo mật vân tay,Có,Dài 322.8 mm - Rộng 212.2 mm - Dày 15.9 mm - Nặng 1.19 kg,Vỏ kim loại,"Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 10 tháng chính hãng,17.410.000₫,Acer Swift 3 SF314 511 56G1 i5 1135G7/16GB/512GB/Win10 (NX.ABLSV.002),Giá máy mới: 20.990.000₫,Thời gian bảo hành: 1 năm,4.120.000₫ (19%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),60 Hz,"Acer ComfyView
LED Backlit
TFT
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony DTS Audio,"2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C",Bluetooth 5.1 Wi-Fi 6 (802.11ax),,HD webcam,Bảo mật vân tay,Có,Dài 322.8 mm - Rộng 212.2 mm - Dày 15.9 mm - Nặng 1.19 kg,Vỏ kim loại,"Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 5.5 tháng chính hãng,16.820.000₫,Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,14%,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),4266 MHz,8 GB,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Tấm nền IPS
100% sRGB
Dolby Vision
300 nits Glossy",,Card tích hợp - Intel Iris Xe Graphics,Dolby AudioPremium,"Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
2 x USB 3.2
HDMI",Wi-Fi 6 (802.11ax) Bluetooth 5.1,,HD webcam,"Độ bền chuẩn quân đội MLT STD 810G
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,"4-cell Li-ion, 56 Wh",Windows 10 Home SL,2020
Bảo hành: 5.5 tháng chính hãng,16.820.000₫,Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,14%,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),4266 MHz,8 GB,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Tấm nền IPS
100% sRGB
Dolby Vision
300 nits Glossy",,Card tích hợp - Intel Iris Xe Graphics,Dolby AudioPremium,"Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
2 x USB 3.2
HDMI",Wi-Fi 6 (802.11ax) Bluetooth 5.1,,HD webcam,"Độ bền chuẩn quân đội MLT STD 810G
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,"4-cell Li-ion, 56 Wh",Windows 10 Home SL,2020
Bảo hành: 6 tháng chính hãng,16.910.000₫,Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,14%,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),4266 MHz,8 GB,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Tấm nền IPS
100% sRGB
Dolby Vision
300 nits Glossy",,Card tích hợp - Intel Iris Xe Graphics,Dolby AudioPremium,"Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
2 x USB 3.2
HDMI",Wi-Fi 6 (802.11ax) Bluetooth 5.1,,HD webcam,"Độ bền chuẩn quân đội MLT STD 810G
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,"4-cell Li-ion, 56 Wh",Windows 10 Home SL,2020
Bảo hành: 6 tháng chính hãng,16.910.000₫,Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,14%,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),4266 MHz,8 GB,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Tấm nền IPS
100% sRGB
Dolby Vision
300 nits Glossy",,Card tích hợp - Intel Iris Xe Graphics,Dolby AudioPremium,"Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
2 x USB 3.2
HDMI",Wi-Fi 6 (802.11ax) Bluetooth 5.1,,HD webcam,"Độ bền chuẩn quân đội MLT STD 810G
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,"4-cell Li-ion, 56 Wh",Windows 10 Home SL,2020
Bảo hành: 6 tháng chính hãng,16.910.000₫,Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,14%,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),4266 MHz,8 GB,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Tấm nền IPS
100% sRGB
Dolby Vision
300 nits Glossy",,Card tích hợp - Intel Iris Xe Graphics,Dolby AudioPremium,"Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
2 x USB 3.2
HDMI",Wi-Fi 6 (802.11ax) Bluetooth 5.1,,HD webcam,"Độ bền chuẩn quân đội MLT STD 810G
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,"4-cell Li-ion, 56 Wh",Windows 10 Home SL,2020
Bảo hành: 6.5 tháng chính hãng,17.000.000₫,Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,14%,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),4266 MHz,8 GB,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Tấm nền IPS
100% sRGB
Dolby Vision
300 nits Glossy",,Card tích hợp - Intel Iris Xe Graphics,Dolby AudioPremium,"Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
2 x USB 3.2
HDMI",Wi-Fi 6 (802.11ax) Bluetooth 5.1,,HD webcam,"Độ bền chuẩn quân đội MLT STD 810G
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,"4-cell Li-ion, 56 Wh",Windows 10 Home SL,2020
Bảo hành: 6.5 tháng chính hãng,17.000.000₫,Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,14%,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),4266 MHz,8 GB,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Tấm nền IPS
100% sRGB
Dolby Vision
300 nits Glossy",,Card tích hợp - Intel Iris Xe Graphics,Dolby AudioPremium,"Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
2 x USB 3.2
HDMI",Wi-Fi 6 (802.11ax) Bluetooth 5.1,,HD webcam,"Độ bền chuẩn quân đội MLT STD 810G
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,"4-cell Li-ion, 56 Wh",Windows 10 Home SL,2020
Bảo hành: 6.5 tháng chính hãng,17.000.000₫,Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,14%,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),4266 MHz,8 GB,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Tấm nền IPS
100% sRGB
Dolby Vision
300 nits Glossy",,Card tích hợp - Intel Iris Xe Graphics,Dolby AudioPremium,"Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
2 x USB 3.2
HDMI",Wi-Fi 6 (802.11ax) Bluetooth 5.1,,HD webcam,"Độ bền chuẩn quân đội MLT STD 810G
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,"4-cell Li-ion, 56 Wh",Windows 10 Home SL,2020
Bảo hành: 6.5 tháng chính hãng,17.000.000₫,Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,14%,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),4266 MHz,8 GB,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Tấm nền IPS
100% sRGB
Dolby Vision
300 nits Glossy",,Card tích hợp - Intel Iris Xe Graphics,Dolby AudioPremium,"Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
2 x USB 3.2
HDMI",Wi-Fi 6 (802.11ax) Bluetooth 5.1,,HD webcam,"Độ bền chuẩn quân đội MLT STD 810G
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,"4-cell Li-ion, 56 Wh",Windows 10 Home SL,2020
Bảo hành: 6.5 tháng chính hãng,17.000.000₫,Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,14%,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),4266 MHz,8 GB,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Tấm nền IPS
100% sRGB
Dolby Vision
300 nits Glossy",,Card tích hợp - Intel Iris Xe Graphics,Dolby AudioPremium,"Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
2 x USB 3.2
HDMI",Wi-Fi 6 (802.11ax) Bluetooth 5.1,,HD webcam,"Độ bền chuẩn quân đội MLT STD 810G
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,"4-cell Li-ion, 56 Wh",Windows 10 Home SL,2020
